query_id,query,query_seg,query_category,doc_id,doc,doc_seg,doc_category,similarities,adjusted_Category,adjusted_Category_count,query_CategoryName_count
5f714dea3cd0e4279c275e11,請問書籍狀態是「交辦公室處理」是什麼意思?,請問_書籍_狀態_是_「_交_辦公室_處理_」_是_什麼意思_?,館藏資料位置,5f714dea3cd0e4279c275e11,請問書籍狀態是「交辦公室處理」是什麼意思?,請問_書籍_狀態_是_「_交_辦公室_處理_」_是_什麼意思_?,館藏資料位置,1.0000000000000002,館藏資料位置,38,38
5f714dea3cd0e4279c275e11,請問書籍狀態是「交辦公室處理」是什麼意思?,請問_書籍_狀態_是_「_交_辦公室_處理_」_是_什麼意思_?,館藏資料位置,5fa364e73c5f651384379d26,請問書籍狀態是「交辦公室處理」何時可以借閱?,請問_書籍_狀態_是_「_交_辦公室_處理_」_何時_可以_借閱_?,館藏資料位置,0.8439939222218179,館藏資料位置,38,38
5f714dea3cd0e4279c275e12,SLIM館藏目錄上顯示「目前不可獲得」？,SLIM_館藏目錄_上_顯示_「_目前不可獲得_」_？,如何使用館藏目錄,5f714dea3cd0e4279c275e12,SLIM館藏目錄上顯示「目前不可獲得」？,SLIM_館藏目錄_上_顯示_「_目前不可獲得_」_？,如何使用館藏目錄,1.0,如何使用館藏目錄,19,19
5f714dea3cd0e4279c275e13,線上續借或預約圖書時，忘記密碼了，怎麼辦？,線上_續借_或_預約_圖書_時_，_忘記密碼_了_，_怎麼辦_？,如何使用館藏目錄,5f714dea3cd0e4279c275e13,線上續借或預約圖書時，忘記密碼了，怎麼辦？,線上_續借_或_預約_圖書_時_，_忘記密碼_了_，_怎麼辦_？,如何使用館藏目錄,1.0,如何使用館藏目錄,19,19
5f714dea3cd0e4279c275e14,多媒體中心的視聽資料可以透過校內圖書代借、館際合作申請借出嗎？,多媒體_中心_的_視聽資料_可以_透過_校內_圖書_代借_、_館際合作_申請_借出_嗎_？,借閱規則及服務,5f714dea3cd0e4279c275e14,多媒體中心的視聽資料可以透過校內圖書代借、館際合作申請借出嗎？,多媒體_中心_的_視聽資料_可以_透過_校內_圖書_代借_、_館際合作_申請_借出_嗎_？,借閱規則及服務,1.0,借閱規則及服務,70,70
5f714dea3cd0e4279c275e15,持「館際合作借書證」可以到總圖以外的分館、系所圖書室借書嗎？,持_「_館際合作_借書證_」_可以_到_總圖_以外_的_分館_、_系所_圖書室_借書_嗎_？,館際合作服務,5f714dea3cd0e4279c275e15,持「館際合作借書證」可以到總圖以外的分館、系所圖書室借書嗎？,持_「_館際合作_借書證_」_可以_到_總圖_以外_的_分館_、_系所_圖書室_借書_嗎_？,館際合作服務,1.0000000000000002,館際合作服務,21,21
5f714dea3cd0e4279c275e16,外校人士持實體館際合作互借證至本館申請館際互借之閱覽規則？,外校_人士_持_實體_館際合作_互借證_至_本館_申請_館際互借_之_閱覽規則_？,館際合作服務,5f714dea3cd0e4279c275e16,外校人士持實體館際合作互借證至本館申請館際互借之閱覽規則？,外校_人士_持_實體_館際合作_互借證_至_本館_申請_館際互借_之_閱覽規則_？,館際合作服務,1.0000000000000002,館際合作服務,21,21
5f714dea3cd0e4279c275e17,其他單位向本館申請館際合作的收費標準？,其他_單位_向_本館_申請_館際合作_的_收費_標準_？,館際合作服務,5f714dea3cd0e4279c275e17,其他單位向本館申請館際合作的收費標準？,其他_單位_向_本館_申請_館際合作_的_收費_標準_？,館際合作服務,1.0,館際合作服務,21,21
5f714dea3cd0e4279c275e18,外校讀者用「館際合作借書證」外借的書，可以續借嗎？,外校_讀者_用_「_館際合作_借書證_」_外借_的_書_，_可以_續借_嗎_？,館際合作服務,5f714dea3cd0e4279c275e18,外校讀者用「館際合作借書證」外借的書，可以續借嗎？,外校_讀者_用_「_館際合作_借書證_」_外借_的_書_，_可以_續借_嗎_？,館際合作服務,1.0,館際合作服務,21,21
5f714dea3cd0e4279c275e19,為什麼校友無法用計中帳密登入SLIM雲端圖書館自動化系統？,為什麼_校友_無法_用計_中_帳密_登入_SLIM_雲端_圖書館_自動化系統_？,如何使用館藏目錄,5f714dea3cd0e4279c275e19,為什麼校友無法用計中帳密登入SLIM雲端圖書館自動化系統？,為什麼_校友_無法_用計_中_帳密_登入_SLIM_雲端_圖書館_自動化系統_？,如何使用館藏目錄,1.0,如何使用館藏目錄,19,19
5f714dea3cd0e4279c275e1a,外借的書可以續借幾次？,外借_的_書_可以_續借_幾次_？,借閱規則及服務,5f714dea3cd0e4279c275e1a,外借的書可以續借幾次？,外借_的_書_可以_續借_幾次_？,借閱規則及服務,1.0,借閱規則及服務,70,70
5f714dea3cd0e4279c275e1a,外借的書可以續借幾次？,外借_的_書_可以_續借_幾次_？,借閱規則及服務,5f4c90e031573f12b4785316,我借的書可以續借幾次？,我_借_的_書_可以_續借_幾次_？,借閱相關問題,0.8185011489006869,借閱規則及服務,70,70
5f714dea3cd0e4279c275e1a,外借的書可以續借幾次？,外借_的_書_可以_續借_幾次_？,借閱規則及服務,5f4fabfdd5f7e324d0bd72b6,我借的書可以續借幾次?,我_借_的_書_可以_續借_幾次_?,續借,0.785359874034157,借閱規則及服務,70,70
5f714dea3cd0e4279c275e1b,借閱的圖書何時可以辦理續借？,借閱_的_圖書_何時_可以_辦理_續借_？,借閱規則及服務,5f714dea3cd0e4279c275e1b,借閱的圖書何時可以辦理續借？,借閱_的_圖書_何時_可以_辦理_續借_？,借閱規則及服務,1.0000000000000002,借閱規則及服務,70,70
5f714dea3cd0e4279c275e1b,借閱的圖書何時可以辦理續借？,借閱_的_圖書_何時_可以_辦理_續借_？,借閱規則及服務,5f48b013d4c05a2478175695,借閱的圖書何時可以辦理續借？,借閱_的_圖書_何時_可以_辦理_續借_？,續借,1.0000000000000002,借閱規則及服務,70,70
5f714dea3cd0e4279c275e1b,借閱的圖書何時可以辦理續借？,借閱_的_圖書_何時_可以_辦理_續借_？,借閱規則及服務,5f4c7fe531573f12b478528f,借閱的圖書何時可以辦理續借？,借閱_的_圖書_何時_可以_辦理_續借_？,館藏使用規則,1.0000000000000002,借閱規則及服務,70,70
5f714dea3cd0e4279c275e1b,借閱的圖書何時可以辦理續借？,借閱_的_圖書_何時_可以_辦理_續借_？,借閱規則及服務,5f3e199ea9a4c23528871e4e, 借閱的圖書何時可以辦理續借？, _借閱_的_圖書_何時_可以_辦理_續借_？,圖書借閱,0.9231648306544937,借閱規則及服務,70,70
5f714dea3cd0e4279c275e1b,借閱的圖書何時可以辦理續借？,借閱_的_圖書_何時_可以_辦理_續借_？,借閱規則及服務,5f4c60da31573f12b4785253,如何辦理圖書續借？何時可以辦理續借？,如何_辦理_圖書_續借_？_何時_可以_辦理_續借_？,續借,0.8275582066226965,借閱規則及服務,70,70
5f714dea3cd0e4279c275e1b,借閱的圖書何時可以辦理續借？,借閱_的_圖書_何時_可以_辦理_續借_？,借閱規則及服務,5f32de356c231461660602fb,借閱之書何時可以辦理續借？,借閱_之_書_何時_可以_辦理_續借_？,false,0.7945560138123032,借閱規則及服務,70,70
5f714dea3cd0e4279c275e1c,VPN 已連線成功，仍無法使用某電子資源？,VPN _已_連線_成功_，_仍_無法_使用_某_電子資源_？,校外連線VPN,5f714dea3cd0e4279c275e1c,VPN 已連線成功，仍無法使用某電子資源？,VPN _已_連線_成功_，_仍_無法_使用_某_電子資源_？,校外連線VPN,1.0000000000000002,校外連線VPN,28,28
5f714dea3cd0e4279c275e1d,圖書館有訂The Wall Street Journal 華爾街日報嗎？,圖書館_有_訂_The Wall Street Journal _華爾街日報_嗎_？,如何使用資料庫,5f714dea3cd0e4279c275e1d,圖書館有訂The Wall Street Journal 華爾街日報嗎？,圖書館_有_訂_The Wall Street Journal _華爾街日報_嗎_？,如何使用資料庫,1.0000000000000002,如何使用資料庫,28,28
5f714dea3cd0e4279c275e1e,校友如何在圖書館使用wifi無線網路？,校友_如何_在_圖書館_使用_wifi_無線_網路_？,場地設備及網路,5f714dea3cd0e4279c275e1e,校友如何在圖書館使用wifi無線網路？,校友_如何_在_圖書館_使用_wifi_無線_網路_？,場地設備及網路,1.0000000000000002,場地設備及網路,17,17
5f714dea3cd0e4279c275e1f,逾期滯還金如何計算？,逾期_滯還金_如何_計算_？,借閱規則及服務,5f714dea3cd0e4279c275e1f,逾期滯還金如何計算？,逾期_滯還金_如何_計算_？,借閱規則及服務,1.0,借閱規則及服務,70,70
5f714dea3cd0e4279c275e1f,逾期滯還金如何計算？,逾期_滯還金_如何_計算_？,借閱規則及服務,5f714dea3cd0e4279c275ed8,逾期滯還金如何計算？,逾期_滯還金_如何_計算_？,借閱規則及服務,1.0,借閱規則及服務,70,70
5f714dea3cd0e4279c275e1f,逾期滯還金如何計算？,逾期_滯還金_如何_計算_？,借閱規則及服務,5f3e199ea9a4c23528871e47,逾期滯還金如何計算？,逾期_滯還金_如何_計算_？,圖書借閱,1.0,借閱規則及服務,70,70
5f714dea3cd0e4279c275e1f,逾期滯還金如何計算？,逾期_滯還金_如何_計算_？,借閱規則及服務,5f48b7f5d4c05a24781756af,圖書館的圖書逾期滯還金怎麼計算？,圖書館_的_圖書_逾期_滯還金_怎麼_計算_？,借閱問題,0.8134821592907391,借閱規則及服務,70,70
5f714dea3cd0e4279c275e20,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,借閱規則及服務,5f714dea3cd0e4279c275e20,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,借閱規則及服務,1.0,借閱規則及服務,70,70
5f714dea3cd0e4279c275e20,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,借閱規則及服務,5f714dea3cd0e4279c275ed9,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,借閱規則及服務,1.0,借閱規則及服務,70,70
5f714dea3cd0e4279c275e20,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,借閱規則及服務,5f3f9b6cdb624d5445259b1f,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,借還書,1.0,借閱規則及服務,70,70
5f714dea3cd0e4279c275e20,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,借閱規則及服務,5f3e6f397993ee1e88a81ba2,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,借閱問題,1.0,借閱規則及服務,70,70
5f714dea3cd0e4279c275e20,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,借閱規則及服務,5f4c7fe531573f12b478528c,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,館藏使用規則,1.0,借閱規則及服務,70,70
5f714dea3cd0e4279c275e20,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,借閱規則及服務,5f3e14a8a9a4c23528871cbf,請問預約書到館多久沒去借，會被取消該預約書的借書權利？,請問_預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,資料借還,0.9880453768142519,借閱規則及服務,70,70
5f714dea3cd0e4279c275e20,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,借閱規則及服務,5f48b013d4c05a2478175692,請問預約書到館多久沒去借，會被取消該預約書的借書權利？,請問_預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,預約,0.9880453768142519,借閱規則及服務,70,70
5f714dea3cd0e4279c275e20,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,借閱規則及服務,5f3e199ea9a4c23528871e4c, 預約書到館多久沒去借，會被取消該預約書的借書權利？, _預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,圖書借閱,0.9784141319212404,借閱規則及服務,70,70
5f714dea3cd0e4279c275e20,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,借閱規則及服務,5f48c6e8d4c05a24781756da,預約書到館多久沒去借，才會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_才_會_被_取消_該_預約書_的_借書_權利_？,流通(借還書服務),0.9681898429940554,借閱規則及服務,70,70
5f714dea3cd0e4279c275e20,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,借閱規則及服務,5f47616d41bf88289ce521b6,預約書到館多久沒借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_借_，_會_被_取消_該_預約書_的_借書_權利_？,流通閱覽,0.9626043494263306,借閱規則及服務,70,70
5f714dea3cd0e4279c275e20,預約書到館多久沒去借，會被取消該預約書的借書權利？,預約書_到館_多久_沒_去_借_，_會_被_取消_該_預約書_的_借書_權利_？,借閱規則及服務,5f4c9a6f31573f12b478537a,請問預約書到館多久沒去借，才會被取消該預約書的借書權利？,請問_預約書_到館_多久_沒_去_借_，_才_會_被_取消_該_預約書_的_借書_權利_？,借閱書籍,0.9573280023933941,借閱規則及服務,70,70
5f714dea3cd0e4279c275e21,圖書館有可以讓同學們討論報告的地方嗎？,圖書館_有_可以_讓_同學_們_討論_報告_的_地方_嗎_？,場地設備及網路,5f714dea3cd0e4279c275e21,圖書館有可以讓同學們討論報告的地方嗎？,圖書館_有_可以_讓_同學_們_討論_報告_的_地方_嗎_？,場地設備及網路,1.0,場地設備及網路,17,17
5f714dea3cd0e4279c275e21,圖書館有可以讓同學們討論報告的地方嗎？,圖書館_有_可以_讓_同學_們_討論_報告_的_地方_嗎_？,場地設備及網路,5f714dea3cd0e4279c275eda,圖書館有可以讓同學們討論報告的地方嗎？,圖書館_有_可以_讓_同學_們_討論_報告_的_地方_嗎_？,場地設備及網路,1.0,場地設備及網路,17,17
5f714dea3cd0e4279c275e22,如何訂閱圖書館的電子報(電子新聞)？,如何_訂閱_圖書館_的_電子報_(_電子_新聞_)_？,其他,5f714dea3cd0e4279c275e22,如何訂閱圖書館的電子報(電子新聞)？,如何_訂閱_圖書館_的_電子報_(_電子_新聞_)_？,其他,0.9999999999999999,其他,153,153
5f714dea3cd0e4279c275e22,如何訂閱圖書館的電子報(電子新聞)？,如何_訂閱_圖書館_的_電子報_(_電子_新聞_)_？,其他,5f714dea3cd0e4279c275edb,如何訂閱圖書館的電子報(電子新聞)？,如何_訂閱_圖書館_的_電子報_(_電子_新聞_)_？,其他,0.9999999999999999,其他,153,153
